Date,AdjClose,Close,Volume,Ticker
2025-01-02,60.06780242919922,61.84000015258789,12991000,KO
2025-01-03,59.98038101196289,61.75,10403200,KO
2025-01-06,59.067317962646484,60.810001373291016,17924200,KO
2025-01-07,59.09646224975586,60.84000015258789,17799600,KO
2025-01-08,59.9415283203125,61.709999084472656,14412400,KO
2025-01-10,59.31986618041992,61.06999969482422,22425000,KO
2025-01-13,59.88325119018555,61.650001525878906,18016200,KO
2025-01-14,60.2620735168457,62.040000915527344,16658300,KO
2025-01-15,59.99980545043945,61.77000045776367,16187200,KO
2025-01-16,60.46604919433594,62.25,12585500,KO
2025-01-17,60.91286849975586,62.709999084472656,17948900,KO
2025-01-21,60.63117599487305,62.41999816894531,19817100,KO
2025-01-22,60.009521484375,61.779998779296875,18191900,KO
2025-01-23,59.766685485839844,61.529998779296875,16528400,KO
2025-01-24,60.1455078125,61.91999816894531,19244600,KO
2025-01-27,62.03962707519531,63.869998931884766,20742900,KO
2025-01-28,60.572898864746094,62.36000061035156,14956000,KO
2025-01-29,61.02943420410156,62.83000183105469,11325600,KO
2025-01-30,62.21446990966797,64.05000305175781,13201000,KO
2025-01-31,61.66080093383789,63.47999954223633,12096800,KO
2025-02-03,61.53453063964844,63.349998474121094,12067900,KO
2025-02-04,60.87401580810547,62.66999816894531,15678000,KO
2025-02-05,61.311119079589844,63.119998931884766,10686800,KO
2025-02-06,61.54424285888672,63.36000061035156,13423400,KO
2025-02-07,62.01048278808594,63.84000015258789,13184700,KO
2025-02-10,62.700138092041016,64.55000305175781,16154300,KO
2025-02-11,65.66273498535156,67.5999984741211,30589100,KO
2025-02-12,66.74092102050781,68.70999908447266,26033800,KO
2025-02-13,67.5082778930664,69.5,24393100,KO
2025-02-14,66.89634704589844,68.87000274658203,20779100,KO
2025-02-18,67.07118225097656,69.05000305175781,15569100,KO
2025-02-19,68.06195068359375,70.06999969482422,16032300,KO
2025-02-20,68.03280639648438,70.04000091552734,13398000,KO
2025-02-21,69.30526733398438,71.3499984741211,21662300,KO
2025-02-24,68.56704711914062,70.58999633789062,21418400,KO
2025-02-25,69.44125366210938,71.48999786376953,21555600,KO
2025-02-26,68.77104187011719,70.80000305175781,14531200,KO
2025-02-27,68.83902740478516,70.87000274658203,16789500,KO
2025-02-28,69.16928100585938,71.20999908447266,22167400,KO
2025-03-03,70.2474594116211,72.31999969482422,21717600,KO
2025-03-04,68.17851257324219,70.19000244140625,25411900,KO
2025-03-05,68.07167053222656,70.08000183105469,23933600,KO
2025-03-06,68.4407730102539,70.45999908447266,21694000,KO
2025-03-07,69.38296508789062,71.43000030517578,28393300,KO
2025-03-10,69.40238952636719,71.44999694824219,25251200,KO
2025-03-11,69.004150390625,71.04000091552734,28076400,KO
2025-03-12,67.93567657470703,69.94000244140625,18923300,KO
2025-03-13,67.62484741210938,69.62000274658203,15746600,KO
2025-03-14,67.67377471923828,69.16000366210938,14205100,KO
2025-03-17,68.61314392089844,70.12000274658203,15634800,KO
2025-03-18,67.8890380859375,69.37999725341797,12657600,KO
2025-03-19,67.79119110107422,69.27999877929688,14780000,KO
2025-03-20,68.21194458007812,69.70999908447266,16295300,KO
2025-03-21,67.19429016113281,68.66999816894531,47479500,KO
2025-03-24,67.46827697753906,68.94999694824219,12575400,KO
2025-03-25,67.33129119873047,68.80999755859375,12513900,KO
2025-03-26,68.51528930664062,70.0199966430664,14478200,KO
2025-03-27,69.21981048583984,70.73999786376953,11663400,KO
2025-03-28,68.85777282714844,70.37000274658203,17412900,KO
2025-03-31,70.0809097290039,71.62000274658203,24016900,KO
2025-04-01,70.3255386352539,71.87000274658203,15309100,KO
2025-04-02,69.7971420288086,71.33000183105469,14606500,KO
2025-04-03,71.60738372802734,73.18000030517578,24959600,KO
2025-04-04,68.42721557617188,69.93000030517578,26517300,KO
2025-04-07,66.9007568359375,68.37000274658203,34258400,KO
2025-04-08,66.94967651367188,68.41999816894531,22774400,KO
2025-04-09,68.44679260253906,69.94999694824219,27918700,KO
2025-04-10,69.23938751220703,70.76000213623047,22450200,KO
2025-04-11,69.89498901367188,71.43000030517578,19988200,KO
2025-04-14,70.89306640625,72.44999694824219,13930200,KO
2025-04-15,70.31575012207031,71.86000061035156,14965500,KO
2025-04-16,70.13961791992188,71.68000030517578,15276200,KO
2025-04-17,71.4312515258789,73.0,20754500,KO
2025-04-21,71.20618438720703,72.7699966430664,16037200,KO
2025-04-22,72.3119125366211,73.9000015258789,15613500,KO
2025-04-23,71.72480773925781,73.30000305175781,16353900,KO
2025-04-24,70.96156311035156,72.5199966430664,16893900,KO
2025-04-25,70.36467742919922,71.91000366210938,16316000,KO
2025-04-28,70.24725341796875,71.79000091552734,15997500,KO
2025-04-29,70.79521179199219,72.3499984741211,16244100,KO
2025-04-30,70.99092102050781,72.55000305175781,21074700,KO
2025-05-01,69.75799560546875,71.29000091552734,18034200,KO
2025-05-02,70.11026763916016,71.6500015258789,12629600,KO
2025-05-05,70.15918731689453,71.69999694824219,11932700,KO
2025-05-06,70.17875671386719,71.72000122070312,12705500,KO
2025-05-07,70.8441390991211,72.4000015258789,15018200,KO
2025-05-08,69.64057159423828,71.16999816894531,14371100,KO
2025-05-09,69.0045394897461,70.5199966430664,11228900,KO
2025-05-12,68.03582000732422,69.52999877929688,21539000,KO
2025-05-13,67.47806549072266,68.95999908447266,14389100,KO
2025-05-14,67.67377471923828,69.16000366210938,16286800,KO
2025-05-15,70.07112121582031,71.61000061035156,19817100,KO
2025-05-16,70.4527359008789,72.0,18441200,KO
