Date,AdjClose,Close,Volume,Ticker
2025-01-02,415.51483154296875,418.5799865722656,16896500,MSFT
2025-01-03,420.24993896484375,423.3500061035156,16662900,MSFT
2025-01-06,424.7169494628906,427.8500061035156,20573600,MSFT
2025-01-07,419.2770690917969,422.3699951171875,18139100,MSFT
2025-01-08,421.4510803222656,424.55999755859375,15054600,MSFT
2025-01-10,415.8821105957031,418.95001220703125,20201100,MSFT
2025-01-13,414.1350402832031,417.19000244140625,17604800,MSFT
2025-01-14,412.6261901855469,415.6700134277344,16935900,MSFT
2025-01-15,423.188232421875,426.30999755859375,19637800,MSFT
2025-01-16,421.47088623046875,424.5799865722656,15300000,MSFT
2025-01-17,425.8883361816406,429.0299987792969,26197500,MSFT
2025-01-21,425.3621826171875,428.5,26085700,MSFT
2025-01-22,442.9325866699219,446.20001220703125,27803800,MSFT
2025-01-23,443.4388122558594,446.7099914550781,18389300,MSFT
2025-01-24,440.8082275390625,444.05999755859375,15549500,MSFT
2025-01-27,431.3778381347656,434.55999755859375,35647800,MSFT
2025-01-28,443.92529296875,447.20001220703125,23491700,MSFT
2025-01-29,439.0909118652344,442.3299865722656,23581400,MSFT
2025-01-30,411.9510803222656,414.989990234375,54586300,MSFT
2025-01-31,412.0206298828125,415.05999755859375,34161900,MSFT
2025-02-03,407.9109191894531,410.9200134277344,25679100,MSFT
2025-02-04,409.3503112792969,412.3699951171875,20532100,MSFT
2025-02-05,410.2635803222656,413.2900085449219,16316700,MSFT
2025-02-06,412.77508544921875,415.82000732421875,16309800,MSFT
2025-02-07,406.7494812011719,409.75,22886800,MSFT
2025-02-10,409.2014465332031,412.2200012207031,20817900,MSFT
2025-02-11,408.4271240234375,411.44000244140625,18140600,MSFT
2025-02-12,406.0447082519531,409.0400085449219,19121700,MSFT
2025-02-13,407.5337219238281,410.5400085449219,23891700,MSFT
2025-02-14,405.43914794921875,408.42999267578125,22758500,MSFT
2025-02-18,406.64031982421875,409.6400146484375,21423100,MSFT
2025-02-19,411.73272705078125,414.7699890136719,24114200,MSFT
2025-02-20,413.91107177734375,416.1300048828125,23508700,MSFT
2025-02-21,406.03326416015625,408.2099914550781,27524800,MSFT
2025-02-24,401.8457336425781,404.0,26443700,MSFT
2025-02-25,395.77825927734375,397.8999938964844,29387400,MSFT
2025-02-26,397.5985412597656,399.7300109863281,19619000,MSFT
2025-02-27,390.4368591308594,392.5299987792969,21127400,MSFT
2025-02-28,394.87310791015625,396.989990234375,32845700,MSFT
2025-03-03,386.4184265136719,388.489990234375,23007700,MSFT
2025-03-04,386.53778076171875,388.6099853515625,29342900,MSFT
2025-03-05,398.8816223144531,401.0199890136719,23433100,MSFT
2025-03-06,394.7736511230469,396.8900146484375,23304600,MSFT
2025-03-07,391.2127685546875,393.30999755859375,22034100,MSFT
2025-03-10,378.13287353515625,380.1600036621094,32840100,MSFT
2025-03-11,378.42132568359375,380.45001220703125,30380200,MSFT
2025-03-12,381.2262878417969,383.2699890136719,24253600,MSFT
2025-03-13,376.7502746582031,378.7699890136719,20473000,MSFT
2025-03-14,386.4880676269531,388.55999755859375,19952800,MSFT
2025-03-17,386.6273498535156,388.70001220703125,22474300,MSFT
2025-03-18,381.4749450683594,383.5199890136719,19486900,MSFT
2025-03-19,385.75201416015625,387.82000732421875,19185500,MSFT
2025-03-20,384.7772521972656,386.8399963378906,18470500,MSFT
2025-03-21,389.1736755371094,391.260009765625,39675900,MSFT
2025-03-24,390.9839782714844,393.0799865722656,21004500,MSFT
2025-03-25,393.0528564453125,395.1600036621094,15775000,MSFT
