Date,AdjClose,Close,Volume,Ticker
2025-01-02,220.22000122070312,220.22000122070312,33956600,AMZN
2025-01-03,224.19000244140625,224.19000244140625,27515600,AMZN
2025-01-06,227.61000061035156,227.61000061035156,31849800,AMZN
2025-01-07,222.11000061035156,222.11000061035156,28084200,AMZN
2025-01-08,222.1300048828125,222.1300048828125,25033300,AMZN
2025-01-10,218.94000244140625,218.94000244140625,36811500,AMZN
2025-01-13,218.4600067138672,218.4600067138672,27262700,AMZN
2025-01-14,217.75999450683594,217.75999450683594,24711700,AMZN
2025-01-15,223.35000610351562,223.35000610351562,31291300,AMZN
2025-01-16,220.66000366210938,220.66000366210938,24757300,AMZN
2025-01-17,225.94000244140625,225.94000244140625,42370100,AMZN
2025-01-21,230.7100067138672,230.7100067138672,39951500,AMZN
2025-01-22,235.00999450683594,235.00999450683594,41448200,AMZN
2025-01-23,235.4199981689453,235.4199981689453,26404400,AMZN
2025-01-24,234.85000610351562,234.85000610351562,25890700,AMZN
2025-01-27,235.4199981689453,235.4199981689453,49428300,AMZN
2025-01-28,238.14999389648438,238.14999389648438,41587200,AMZN
2025-01-29,237.07000732421875,237.07000732421875,26091700,AMZN
2025-01-30,234.63999938964844,234.63999938964844,32020700,AMZN
2025-01-31,237.67999267578125,237.67999267578125,36110200,AMZN
2025-02-03,237.4199981689453,237.4199981689453,37285900,AMZN
2025-02-04,242.05999755859375,242.05999755859375,29713800,AMZN
2025-02-05,236.1699981689453,236.1699981689453,38727300,AMZN
2025-02-06,238.8300018310547,238.8300018310547,60897100,AMZN
2025-02-07,229.14999389648438,229.14999389648438,77539300,AMZN
2025-02-10,233.13999938964844,233.13999938964844,35419900,AMZN
2025-02-11,232.75999450683594,232.75999450683594,23713700,AMZN
2025-02-12,228.92999267578125,228.92999267578125,32285200,AMZN
2025-02-13,230.3699951171875,230.3699951171875,31346500,AMZN
2025-02-14,228.67999267578125,228.67999267578125,27031100,AMZN
2025-02-18,226.64999389648438,226.64999389648438,42975100,AMZN
2025-02-19,226.6300048828125,226.6300048828125,28566700,AMZN
2025-02-20,222.8800048828125,222.8800048828125,30001700,AMZN
2025-02-21,216.5800018310547,216.5800018310547,55323900,AMZN
2025-02-24,212.7100067138672,212.7100067138672,42387600,AMZN
2025-02-25,212.8000030517578,212.8000030517578,58958000,AMZN
2025-02-26,214.35000610351562,214.35000610351562,39120600,AMZN
2025-02-27,208.74000549316406,208.74000549316406,40548600,AMZN
2025-02-28,212.27999877929688,212.27999877929688,51771700,AMZN
2025-03-03,205.02000427246094,205.02000427246094,42948400,AMZN
2025-03-04,203.8000030517578,203.8000030517578,60853100,AMZN
2025-03-05,208.36000061035156,208.36000061035156,38610100,AMZN
2025-03-06,200.6999969482422,200.6999969482422,49863800,AMZN
2025-03-07,199.25,199.25,59802800,AMZN
2025-03-10,194.5399932861328,194.5399932861328,62350900,AMZN
2025-03-11,196.58999633789062,196.58999633789062,54002900,AMZN
2025-03-12,198.88999938964844,198.88999938964844,43679300,AMZN
2025-03-13,193.88999938964844,193.88999938964844,41270800,AMZN
2025-03-14,197.9499969482422,197.9499969482422,38096700,AMZN
2025-03-17,195.74000549316406,195.74000549316406,47341800,AMZN
2025-03-18,192.82000732421875,192.82000732421875,40414900,AMZN
2025-03-19,195.5399932861328,195.5399932861328,39442900,AMZN
2025-03-20,194.9499969482422,194.9499969482422,38921100,AMZN
2025-03-21,196.2100067138672,196.2100067138672,60056900,AMZN
2025-03-24,203.25999450683594,203.25999450683594,41625400,AMZN
2025-03-25,205.7100067138672,205.7100067138672,31171200,AMZN
2025-03-26,201.1300048828125,201.1300048828125,32855300,AMZN
2025-03-27,201.36000061035156,201.36000061035156,27317700,AMZN
2025-03-28,192.72000122070312,192.72000122070312,52548200,AMZN
2025-03-31,190.25999450683594,190.25999450683594,63547600,AMZN
2025-04-01,192.1699981689453,192.1699981689453,41267300,AMZN
2025-04-02,196.00999450683594,196.00999450683594,53679200,AMZN
2025-04-03,178.41000366210938,178.41000366210938,95553600,AMZN
2025-04-04,171.0,171.0,123159400,AMZN
2025-04-07,175.25999450683594,175.25999450683594,109327100,AMZN
2025-04-08,170.66000366210938,170.66000366210938,87710400,AMZN
2025-04-09,191.10000610351562,191.10000610351562,116804300,AMZN
2025-04-10,181.22000122070312,181.22000122070312,68302000,AMZN
2025-04-11,184.8699951171875,184.8699951171875,50594300,AMZN
2025-04-14,182.1199951171875,182.1199951171875,48002500,AMZN
2025-04-15,179.58999633789062,179.58999633789062,43642000,AMZN
2025-04-16,174.3300018310547,174.3300018310547,51875300,AMZN
2025-04-17,172.61000061035156,172.61000061035156,44726500,AMZN
2025-04-21,167.32000732421875,167.32000732421875,48126100,AMZN
2025-04-22,173.17999267578125,173.17999267578125,56607200,AMZN
2025-04-23,180.60000610351562,180.60000610351562,63470100,AMZN
2025-04-24,186.5399932861328,186.5399932861328,43763200,AMZN
2025-04-25,188.99000549316406,188.99000549316406,36414300,AMZN
2025-04-28,187.6999969482422,187.6999969482422,33224700,AMZN
2025-04-29,187.38999938964844,187.38999938964844,41667300,AMZN
2025-04-30,184.4199981689453,184.4199981689453,55176500,AMZN
2025-05-01,190.1999969482422,190.1999969482422,74266000,AMZN
