Date,AdjClose,Close,Volume,Ticker
2025-01-02,139.7423858642578,144.02000427246094,6051300,JNJ
2025-01-03,139.9073486328125,144.19000244140625,5878800,JNJ
2025-01-06,139.39308166503906,143.66000366210938,7910500,JNJ
2025-01-07,141.88673400878906,146.22999572753906,8422000,JNJ
2025-01-08,138.04437255859375,142.27000427246094,11175600,JNJ
2025-01-10,137.84059143066406,142.05999755859375,8821500,JNJ
2025-01-13,140.1790313720703,144.47000122070312,10376400,JNJ
2025-01-14,140.45069885253906,144.75,8681700,JNJ
2025-01-15,140.66416931152344,144.97000122070312,7434600,JNJ
2025-01-16,143.3810272216797,147.77000427246094,8964000,JNJ
2025-01-17,142.66299438476562,147.02999877929688,10773100,JNJ
2025-01-21,143.7497100830078,148.14999389648438,11111700,JNJ
2025-01-22,140.95526123046875,145.27000427246094,16834700,JNJ
2025-01-23,142.28457641601562,146.63999938964844,10506400,JNJ
2025-01-24,142.459228515625,146.82000732421875,9887300,JNJ
2025-01-27,148.3489227294922,152.88999938964844,15152300,JNJ
2025-01-28,145.91348266601562,150.3800048828125,10320600,JNJ
2025-01-29,146.66061401367188,151.14999389648438,7156400,JNJ
2025-01-30,148.3295135498047,152.8699951171875,8911000,JNJ
2025-01-31,147.6309051513672,152.14999389648438,8457800,JNJ
2025-02-03,147.35922241210938,151.8699951171875,6687500,JNJ
2025-02-04,148.9311065673828,153.49000549316406,9645000,JNJ
2025-02-05,150.095458984375,154.69000244140625,8947000,JNJ
2025-02-06,148.9505157470703,153.50999450683594,7418100,JNJ
2025-02-07,148.57208251953125,153.1199951171875,6204900,JNJ
2025-02-10,149.65884399414062,154.24000549316406,6936200,JNJ
2025-02-11,151.49270629882812,156.1300048828125,7554500,JNJ
2025-02-12,150.64854431152344,155.25999450683594,7746000,JNJ
2025-02-13,152.57943725585938,157.25,10704700,JNJ
2025-02-14,151.51210021972656,156.14999389648438,6411800,JNJ
2025-02-18,151.59034729003906,154.99000549316406,9670700,JNJ
2025-02-19,154.42674255371094,157.88999938964844,7974700,JNJ
2025-02-20,156.17745971679688,159.67999267578125,7224000,JNJ
2025-02-21,158.74000549316406,162.3000030517578,12546900,JNJ
